n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
8,560.4781541303968,73.42751706538117,414.3616630247253,400.1869374453657,918.9504839846843,131.27864056924062,57104.27799252801,4754.292533968334,6892.128629885132,250.06819972263048,50,50000,4,8271480,0
10,222.16785658063787,210.43450260072237,267.7371859400586,184.074313086087,1135.4042236767152,126.15602485296836,40855.46103567098,3244.517693860202,8515.531677575364,324.2703214758684,50,50000,4,8271480,0
9,430.9521607615515,101.96101676663248,349.3942026816674,301.3739581665761,1059.745930606493,132.46824132581162,50691.596642345314,3996.8488314613796,7948.094479548698,179.61359848796562,50,50000,4,8271480,0
14,219.80313905065498,171.9344203483549,308.8514666855854,276.8672121245019,1171.677711769708,90.129054751516,25727.517586082387,2938.0316954925743,8787.582838272809,356.72150621470166,50,50000,4,6394530,0
8,381.4312526033664,137.39439692843226,302.52372134180774,133.22152667086553,1102.9419526199918,157.56313608857025,80263.35171873624,3891.1923714884897,8272.064644649938,265.7248871099617,50,50000,4,6394530,0
7,436.6180827997214,94.30083071389777,333.71182328566294,304.08894885363173,937.3092168619003,156.2182028103167,46466.50775219389,3981.8918513521435,7029.819126464252,229.39798290344035,50,50000,4,6394530,0
9,395.68283801870535,90.41342549758544,346.62812965980976,334.85943726333664,1124.5784389942155,140.57230487427694,34563.886997346315,3645.721976372181,8434.338292456616,330.6902330638524,50,50000,4,6394530,0
9,286.9108367891453,183.60918731452415,349.2126652958504,332.06277516379237,1069.2080663482407,133.65100829353008,32558.93279800169,3528.900180777521,8019.060497611805,221.47924699665765,50,50000,4,8372552,0
9,582.3723934884194,279.86735252790993,420.27399011221536,412.0676812692404,723.7595166707611,90.46993958384513,17661.17380485205,6466.79809512247,5428.196375030708,263.9218392315399,50,50000,4,8372552,0
10,481.6988220573506,280.8106450989128,395.8386649118135,378.08217651083834,865.6663900982899,96.18515445536553,17455.940181692884,5718.821003671975,6492.497925737174,209.4325950592399,50,50000,4,8372552,0
12,190.75840029427715,93.44020521751663,313.1283747338003,290.5425440503275,1145.8617792066439,104.16925265514944,31824.53356066826,2131.4895413384534,8593.96334404983,324.6070608414045,50,50000,4,8372552,0
7,435.1010535145248,320.32239354278687,400.0485821043793,377.82582316555795,660.5986918579273,110.09978197632121,20761.842843428934,5665.675852929838,4954.490188934455,206.58964030779026,50,50000,4,7662622,0
11,459.6545522371872,71.09015932647836,258.94578970074485,232.14916731275486,1090.1585041895885,109.01585041895885,33500.47268018699,3980.5853367274913,8176.1887814219135,308.8181317957779,50,50000,4,7662622,0
7,610.35063125423,305.83160636580095,472.4128690974011,461.4397052544123,620.1791945674612,103.36319909457687,27899.217339600695,6871.366782150232,4651.343959255959,198.92080031541434,50,50000,4,7662622,0
6,518.0802978283281,177.86546642557798,371.5769278622716,357.75332152506667,842.5970454911659,168.51940909823318,38989.42003022823,5219.593231904296,6319.477841183744,211.60431687071974,50,50000,4,7662622,0
10,278.3498856260079,145.1777361591754,332.23046737428797,280.33514750793563,1199.4726963237579,133.2747440359731,44283.73598204729,3176.457163388875,8996.045222428183,286.12071671053747,50,50000,4,9758090,0
10,468.1979121260717,193.68571820427368,395.19436878209217,362.17068609247633,960.5992076139844,106.73324529044271,40197.61951715426,4964.12722747759,7204.494057104883,329.85762665438466,50,50000,4,9758090,0
10,291.3465084249778,189.82865838131596,385.7844848901897,370.0044049250083,1128.87567682991,125.43063075887888,28829.807540328038,3608.8137510472034,8466.567576224325,327.1918681013114,50,50000,4,9758090,0
8,300.2409517257645,78.53264480063629,322.38726507028787,301.1975215813551,1247.1550826724458,178.1650118103494,36789.241348278585,2840.8019739480055,9353.663120043344,213.69566836419543,50,50000,4,9758090,0
8,65.31229115882662,332.7434165408827,358.3371712949568,304.9620465922379,1141.2055011401642,163.02935730573773,59415.464537291205,2985.41780774782,8559.041258551231,178.4343616702913,50,50000,4,3862201,0
