n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
6,212.9800233295434,327.7691029483284,355.2700991029492,342.85544742718605,650.9240042803383,130.18480085606765,15807.657211129315,4055.6184470840385,4881.930032102538,139.64507549960965,50,50000,5,9944578,0
7,168.10777912304764,187.75220517590407,307.505946187276,256.8293429540524,936.6013503110644,156.10022505184406,37421.82519112666,2668.949882242138,7024.510127332983,240.55004699341475,50,50000,5,9925823,0
5,578.8366498250688,156.67658528882106,434.1905765334882,418.5547928113248,576.7389999204529,144.18474998011322,36009.814873897005,5516.349263354174,4325.5424994033965,117.5916039545206,50,50000,5,9925823,0
7,155.49351903369484,224.9617254670912,295.67488144241116,262.8902004363587,917.5678099168283,152.92796831947138,27448.763455927827,2853.4143337558958,6881.758574376212,169.33786131125012,50,50000,5,9925823,0
10,216.58072850446078,227.47032409291285,353.32651162585677,349.2627269657287,842.094445916988,93.566049546332,13606.888119207148,3330.3828944803026,6315.70834437741,347.39159790805684,50,50000,5,9925823,0
5,468.8614542363497,244.72537950164775,383.3448494502231,338.6890732180082,606.2065352101056,151.5516338025264,39139.26133466943,5351.901253034981,4546.549014075792,85.83944013624325,50,50000,5,9925823,0
7,515.0361986011008,154.69714300549947,358.2870502250756,349.8312763058436,631.6516541527296,105.27527569212161,28601.596530404266,5023.000062049502,4737.387406145473,162.00966732639304,50,50000,5,3820097,0
4,375.3320112094633,222.20527539612755,316.19650163733286,278.6692399348017,457.59335954555667,152.5311198485189,25558.70303320554,4481.529649541932,3431.950196591675,111.53477610418128,50,50000,5,3820097,0
5,391.5573710325949,80.38001333038373,314.7430570856993,300.633629742378,661.3082460272306,165.32706150680764,33541.38667167346,3539.53038272234,4959.811845204229,104.84904020901618,50,50000,5,3820097,0
4,578.3780964047762,67.78415834045411,265.6974188269593,237.58774810689067,645.2445725932924,215.08152419776414,50176.89989819428,4846.216910589228,4839.3342944496935,129.97772344703432,50,50000,5,3820097,0
7,259.69515113543486,101.20365172999608,299.3388087765414,255.29033134742158,926.1123557868541,154.352059297809,37336.42216228741,2706.741021490732,6945.842668401406,204.71288888460708,50,50000,5,3820097,0
8,420.3381274078899,133.70431831584054,320.5007007487257,301.5654441533507,704.9169220327657,100.70241743325224,24916.07476724642,4155.318342927978,5286.876915245743,252.01860059715688,50,50000,5,9535879,0
5,552.4027285318269,68.08890671666794,338.2838481794416,320.51931267346447,695.9650739922306,173.99126849805765,37513.59971580674,4653.687264363712,5219.738054941729,100.3585342227318,50,50000,5,9535879,0
4,545.4696574021095,182.30691643187558,383.4821621522561,361.9273322210194,588.0018724000354,196.00062413334513,34242.45699972098,5458.324303754888,4410.014043000266,130.49547199786952,50,50000,5,9535879,0
7,451.23723115899054,177.73376928315636,386.49046580151645,374.1060861973977,626.9956711834727,104.49927853057879,17743.46902629323,4717.282503316102,4702.467533876045,195.34979344615806,50,50000,5,9535879,0
8,197.9140837459142,144.21180827286344,327.4055603806815,322.05950569789286,953.4422126825772,136.2060303832253,28269.136918024717,2565.9441901408327,7150.816595119329,179.76981459515864,50,50000,5,9535879,0
11,87.59077363878522,166.5278613009356,231.90879348120845,165.8145288989134,1035.6419831479773,103.56419831479772,29952.487919248804,1905.8897620479063,7767.314873609829,302.756981570932,50,50000,5,8271480,0
6,326.7947787760128,101.96101676663248,371.80134268102256,356.08291178436247,788.9608592950751,157.792171859015,29465.464754401764,3215.6684665698394,5917.206444713063,166.97899019253967,50,50000,5,8271480,0
5,399.75750793389335,222.16785658063787,363.150288428881,323.1113293989998,681.4347661538327,170.35869153845817,33198.91046167503,4664.440233858984,5110.7607461537455,142.69207209631037,50,50000,5,8271480,0
6,495.5645692664311,168.08206464981726,366.26500951824045,357.4856658456179,582.9399469009019,116.58798938018037,23222.66502038523,4977.349754371862,4372.049601756764,131.141656710831,50,50000,5,8271480,0
